NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse,DiffMse12,0,763.4394480264746,51694.05054798699,595.1749020459829,41277.494420006406,164.1093360085506,1339.757751004072,4.870238269626625e-15,1.0182694530955348e-08
12,1,758.6803559825057,51111.09689100704,603.6500699847238,41410.11884401087,163.6884539911989,1342.0555539923953,4.5708523016363745e-15,1.271488574972631e-10
12,2,766.1538140091579,51117.207467978005,597.4154260038631,41131.05237799755,164.3516230105888,1352.3532369872555,4.453965290169688e-15,3.3732574106734543e-09
20,0,3061.1599910189398,141421.53459595283,1001.5084730257513,114553.45230095554,271.51399505964946,3763.0111340113217,1.1963957349257818e-14,1.2682322283126507e-08
20,1,3051.010943003348,140194.38488097512,999.0216120058903,113889.62229502795,271.72539397724904,3757.2690910164965,1.1413962637425196e-14,9.888681926000063e-09
20,2,3042.6675739581697,140413.9522530022,994.2293569911271,113819.25212196074,270.29896604653914,3770.05971003382,1.161546262621922e-14,1.0759651022562936e-08
24,0,5203.680679987883,203977.4503880326,1215.8667149778921,166772.85166204092,328.7903079908574,5522.82073002425,1.7006775277792052e-14,3.441417815041592e-07
24,1,5241.9980890263105,205960.31009600847,1231.750036997255,169423.32761701255,333.1746730254963,5637.226370003191,1.7172328702188608e-14,2.1019183382468463e-07
24,2,5259.599611046724,209294.57855704823,1251.0818049922818,171106.7189280293,336.99606102891266,5669.407114954083,1.6315063023150318e-14,6.9428396440786655e-09
36,0,16741.352490964346,457645.35479198094,1839.9484589899657,376456.55503201124,491.563085000962,12757.774124969728,3.463341843470521e-14,3.7306990026719204e-07
36,1,16866.13332001434,459430.014127036,1858.7767420249293,380302.4445210176,499.3615620333003,12848.849456990138,3.297631727910213e-14,2.1247847921623335e-09
36,2,16830.34994699119,460621.8191109947,1859.9247400416061,378479.5822960441,497.3333030065987,12832.959727966227,3.669642207547317e-14,1.2065124795616217e-07
40,0,22612.398474942893,558657.81332404,2026.850636015297,460631.81572497706,548.0544290039688,15727.02773900528,4.276733779982497e-14,1.0003452176368315
40,1,22668.491333010024,561065.2884909214,2040.2422220649896,461574.8298759572,549.3532759719528,15807.274417049484,4.18215961863452e-14,5.913663746725919e-08
40,2,22513.432349966024,555437.0288870268,2009.5325480215251,457671.6880030435,542.4303799954941,15643.160742998589,4.273213560055479e-14,0.999999992669157
44,0,29884.914391019265,674144.770588071,2228.354236052837,555701.9582109788,601.6033400956076,19219.488305971026,5.276381440989886e-14,7.75009300308721e-08
44,1,30351.999090024037,686398.7898780615,2277.017456959584,566952.1345840185,608.6505160201341,19528.166231059004,5.391023389496772e-14,1.0010206063110085
44,2,29794.139044039184,672815.0853290281,2231.574471021304,556373.0169359769,599.7405989473918,19280.84921896516,5.5308237159504755e-14,5.742197657178968e-07
48,0,38589.241068970296,801574.4017580437,2415.639902028488,662043.3592439804,652.3376330151223,23013.911430025473,6.083575895856393e-14,2.753589055420301e-07
48,1,39158.68458310433,818046.630833036,2470.4535239870893,675309.3708110391,664.5393270882778,23554.333964013495,6.43250378376975e-14,2.626771292066188e-06
48,2,39159.13891492528,822564.7870429675,2484.8273279785644,679211.5080620715,663.716215029126,23551.88946603448,5.798634866809312e-14,3.98646517235693e-07
52,0,49347.28653100319,954918.3584980055,2653.781829998479,786935.0380310352,720.798113005003,27657.385215934482,7.624261746404288e-14,1.0012869463444325
52,1,48661.8356629624,936676.421671029,2615.952827007277,774396.0039880185,709.128382964991,27551.30206902686,7.27364306127054e-14,7.635650734893095e-09
52,2,48723.84610194422,938222.5388829538,2626.434422971215,775882.8339280299,705.9036379941972,27550.595305030583,7.19031081674313e-14,8.424883540314483e-06
56,0,60341.729737992864,1086395.788549009,2816.3951030292083,898915.514208973,760.4350349429296,31803.373882037704,8.956411545502082e-14,1.8901102874231328e-06
56,1,60371.94201503007,1087916.077531001,2818.6733450420434,900515.9600210318,761.8256010318873,31887.458113997127,8.992482959764064e-14,0.9999999362922288
56,2,60279.65018300165,1087165.745087914,2828.9605610334547,899902.7565210272,762.1260409796378,31851.958258994273,8.377546439562617e-14,1.0003511365644844
60,0,73791.46578196378,1248764.284444027,3022.239329002332,1034287.2940469824,818.0558080057381,37021.232095052255,1.0780390034078666e-13,1.000556120192447
60,1,74033.43571699224,1251832.2720900178,3024.365604040213,1036942.1325180738,816.9134690106148,37086.9261630869,9.886703808928844e-14,3.3635060563512824e-06
60,2,74107.449733041,1250455.7201809804,3024.7057679953286,1033463.1741269986,819.4662570458604,37058.64214200119,1.005379644007341e-13,6.539103624450134e-06
