NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse,DiffMse
4,0,40.75240199927066,3242.8871039992373,97.62603399940417,2009.8161679998157,28.416052000466152,3.7713830006396165,2.1248134494366583e-14,7.260249484680699e-12
4,1,40.565039998909924,2928.60982500315,86.26693000041996,1926.5650260003895,25.042556000698823,3.3742420018825214,1.7800732349934956e-14,4.624388804654151e-12
4,2,40.1362100001279,2860.734161000437,84.72774999972899,1888.2321670007514,24.747502999161952,3.344781996929669,1.7053219533948375e-14,7.837801321330687e-12
4,3,39.84881900214532,2865.7249940006295,84.75028299835685,1882.4798200021178,24.790260998997837,3.3497320000606123,1.5476127790136112e-14,7.022455926919883e-12
4,4,39.83641899867507,2863.8705920020584,85.67375400161836,1884.4747929997538,24.695157999303774,3.3568229991942644,1.651884967313609e-14,1.1870678731334292e-11
4,5,40.01313299704634,2851.872394001475,84.34098999896378,1886.1378980000154,24.776982001640135,3.366423001352814,1.5835185722251164e-14,8.013802977838537e-12
4,6,40.078507001453545,2862.5765159995353,84.66435300033481,1885.6714389985427,24.8535870014166,3.3478139994258527,1.707799813047636e-14,6.931947807839282e-12
4,7,40.86091099998157,2865.483129002314,84.41042999947967,1881.952640000236,24.69345700046688,3.3910340007423656,1.6342650398072206e-14,5.538404975263188e-12
4,8,39.89214699868171,2858.978225998726,83.99197199832997,1885.0725960001,24.753376999797183,3.355459000886185,1.956192140532152e-14,7.555960903807056e-12
4,9,39.886112997919554,2864.2066620013793,84.75223099958384,1923.305149002772,25.111509998168913,3.3538549978402443,2.882195585746038e-14,8.403239014178757e-15
4,10,39.96795499915606,2858.6330669968447,84.54749100019399,1885.4761410020728,24.819735999699333,3.3500899971841136,2.059376365805636e-14,1.0912620634285282e-11
4,11,39.758805996825686,2848.3121509980265,84.58221500040963,1884.4286360017577,24.751048998950864,3.3638220011198428,3.28469146463355e-14,2.2225930177958938e-13
4,12,39.91997199955222,2851.3511789988115,83.77179099989007,1884.854821002591,24.877054000171483,3.3608249977987725,2.3172675081852967e-14,1.8076927415886958e-11
4,13,39.86207800153352,2857.9162190035277,84.2992329999106,1884.2863219979336,24.766943000940955,3.378555002200301,1.8006789102822157e-14,5.057982235421484e-12
4,14,39.92170099991199,2862.64769599984,84.30605399917113,1883.8354889994662,24.76268900136347,3.3625730029598344,1.5884465949668533e-14,7.427584672139989e-12
4,15,39.96998500224436,2866.495432999727,83.92646199718001,1884.7205610018136,24.830611000652425,3.3943359994736966,1.9353386219037656e-14,5.59433958761529e-12
4,16,40.07742599787889,2868.7672810028744,84.17696500146121,1882.1332179959427,24.77022800121631,3.3589920021768194,1.1745286684352381e-14,7.608911714431853e-12
4,17,39.79868299757072,2854.018870002619,85.31711000250652,1886.118713999167,24.8642850019678,3.3622560022195103,1.633035161817059e-14,4.756555986162901e-12
4,18,40.496230003554956,2857.618576997993,86.15321799879894,1888.441208999211,24.87347000169393,3.3579460014152573,1.563240407280299e-14,1.6604880915346555e-11
4,19,39.82661399822973,2854.445762000978,86.08346900109609,1889.5106269992539,24.744235999605735,3.3513720009068493,1.876766611577564e-14,7.640355991357642e-12
4,20,39.96892599752755,2850.4869010030234,84.30293999845162,1887.7088259996526,24.762172000919236,3.3609279998927377,1.594280336618422e-14,7.792613858964e-12
4,21,40.15627599801519,2864.500786999997,83.89387499846634,1920.8972090000316,24.765440999544808,3.4831390003091656,2.176402075606025e-14,5.72618164735986e-12
4,22,39.956916001756326,2869.399073999375,84.79181800066726,1884.4116590007616,24.772678998488118,3.366463000929798,2.0479285184442237e-14,1.0270783963514213e-11
4,23,39.7863670004881,2842.4143609991006,85.00164999895787,1886.5320080003585,24.77741400070954,3.3639190005487762,1.8849514877043616e-14,7.139518995081589e-12
4,24,40.19749599865463,2842.2629139986384,85.18249199914862,1889.0095650003786,24.939172999438597,3.3558510021975962,1.6804054489535407e-14,1.536475292801222e-11
4,25,39.97714800061658,2841.9613799997023,84.23925399984,1883.1925680005952,25.001011999847833,3.387265001947526,2.415048831482975e-14,4.117424467757325e-12
4,26,40.58068800077308,2851.6490749989316,84.0773080017243,1883.5717709989694,24.830873000610154,3.3567260015843203,1.5991227776933874e-14,5.583000813698532e-12
4,27,39.84192000098119,2845.8382220014755,84.48582800156146,1885.9363899991877,24.747714000113774,3.3569860006537056,1.1378919961291351e-14,7.602302608117154e-12
4,28,39.924307997353026,2849.968069996976,84.4719710003119,1887.7151469987439,24.799185999654583,3.3617369990679435,1.5474161473111762e-14,5.481695543093004e-12
4,29,40.12723699815979,2841.008856999906,84.79110900043452,1888.499545997547,24.953354000899708,3.3604070013097953,3.1887562991794055e-14,1.1910904888425196e-13
4,30,40.09366200079967,2854.1206360023352,84.20576399839774,1886.8668289997004,24.85013300065475,3.4062600007018773,1.854704907629112e-14,7.45789001074328e-12
4,31,39.86652000094182,2856.1553319996165,84.44299999791838,1884.1387590000522,24.72866000061913,3.365441003552405,3.07433223793695e-14,3.086114145899558e-15
4,32,39.86846200132277,2841.158582999924,84.26186900032917,1881.8544680016203,24.88357499896665,3.3670339980744757,3.151666507309142e-14,6.4860267814763705e-15
4,33,39.88415399908263,2847.8334530009306,85.79636899958132,1894.7821959991415,24.804444999972475,3.366781997101498,2.109377932458824e-14,7.45439309960209e-12
